stratifications,stratifying_by,n_unsuppressed_estimates,estimate_range,ethnicity,race,sex,education,poverty,FMD_prev_2001,FMD_prev_2001_rank,FMD_prev_2019,FMD_prev_2019_rank,FMD_prev_change_2001_2019,FMD_prev_annual_change,FMD_prev_annual_change_rank,FMD_ineq_abs_2001,FMD_ineq_abs_2001_rank,FMD_ineq_abs_2019,FMD_ineq_abs_2019_rank,FMD_ineq_abs_change_2001_2019,FMD_ineq_abs_annual_change,FMD_ineq_abs_annual_change_rank,FMD_ineq_mult_2001,FMD_ineq_mult_2001_rank,FMD_ineq_mult_2019,FMD_ineq_mult_2019_rank,FMD_ineq_mult_change_2001_2019,FMD_ineq_mult_annual_change,FMD_ineq_mult_annual_change_rank
4,"Race, Ethnicity, Education, Poverty Status",16,2001-2019,Non-Hispanic,NHPI,All,>=HS,Not In Poverty,6.44 (95% CI: 3.32 to 10.3),2,12.3 (95% CI: 8.7 to 16.5),5,5.81,-0.327,3,-2.55 (95% CI: -5.56 to 1.37),2,-0.256 (95% CI: -3.9 to 3.9),500,2.3,-0.572,4,-28.3 (95% CI: -62.6 to 15.6),2,-2.04 (95% CI: -31.3 to 31.1),5,26.3,-6.53,3
4,"Race, Ethnicity, Education, Poverty Status",18,2001-2019,Hispanic,White,All,>=HS,Not In Poverty,12.2 (95% CI: 8.9 to 16.3),6,12.5 (95% CI: 11 to 14.1),6,0.275,0.105,11,3.19 (95% CI: -0.113 to 7.3),6,-0.0475 (95% CI: -1.47 to 1.59),600,-3.24,-0.109,11,35.5 (95% CI: -1.25 to 80.9),6,-0.365 (95% CI: -11.5 to 12.8),6,-35.8,-1.21,12
4,"Race, Ethnicity, Education, Poverty Status",18,2001-2019,Hispanic,White,All,<HS,In Poverty,9.89 (95% CI: 6.83 to 13.3),4,12.5 (95% CI: 9.77 to 15.1),7,2.6,-8.91e-4,9,0.889 (95% CI: -2.14 to 4.26),4,-0.0273 (95% CI: -2.8 to 2.58),700,-0.916,-0.216,9,9.91 (95% CI: -24.2 to 47.1),4,-0.208 (95% CI: -22.1 to 20.5),7,-10.1,-2.46,10
4,"Race, Ethnicity, Education, Poverty Status",18,2001-2019,Non-Hispanic,White,All,>=HS,Not In Poverty,9 (95% CI: 8.69 to 9.26),3,12.5 (95% CI: 12.2 to 12.8),8,3.51,0.215,13,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),800,0,0,12,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),8,0,0,15
4,"Race, Ethnicity, Education, Poverty Status",14,2001-2019,Non-Hispanic,Asian,All,>=HS,In Poverty,14.9 (95% CI: 6.27 to 24.8),9,14.2 (95% CI: 9.82 to 18.7),9,-0.705,0.333,17,5.89 (95% CI: -2.54 to 15.8),9,1.68 (95% CI: -2.65 to 6.3),900,-4.22,0.0403,16,65.5 (95% CI: -28.4 to 178),9,13.4 (95% CI: -21.3 to 50.3),9,-52.1,0.0567,16
4,"Race, Ethnicity, Education, Poverty Status",18,2001-2019,Hispanic,White,All,>=HS,In Poverty,12.5 (95% CI: 8.97 to 16.6),7,17 (95% CI: 14.5 to 19.8),10,4.53,0.27,16,3.48 (95% CI: -0.0881 to 7.59),7,4.49 (95% CI: 1.93 to 7.34),1000,1.01,0.0557,17,38.7 (95% CI: -0.994 to 84.3),7,35.9 (95% CI: 15.2 to 58.4),10,-2.75,-0.244,14
4,"Race, Ethnicity, Education, Poverty Status",18,2001-2019,Non-Hispanic,NAAN,All,>=HS,Not In Poverty,12.5 (95% CI: 10 to 15.3),8,17.2 (95% CI: 14.1 to 20.8),11,4.69,0.246,15,3.51 (95% CI: 1.01 to 6.37),8,4.69 (95% CI: 1.54 to 8.31),1100,1.18,0.0312,15,39.1 (95% CI: 11.2 to 71.3),8,37.5 (95% CI: 12.3 to 66.3),11,-1.55,-0.564,13
4,"Race, Ethnicity, Education, Poverty Status",16,2001-2019,Hispanic,NAAN,All,>=HS,Not In Poverty,19.3 (95% CI: 9.25 to 30.7),11,18.2 (95% CI: 13.5 to 23.9),12,-1.06,0.609,20,10.3 (95% CI: 0.116 to 21.6),11,5.7 (95% CI: 0.887 to 11.2),1200,-4.57,0.358,19,114 (95% CI: 1.32 to 242),11,45.6 (95% CI: 7.01 to 88.7),12,-68.6,2.86,21
4,"Race, Ethnicity, Education, Poverty Status",9,2011-2019,Non-Hispanic,NHPI,All,>=HS,In Poverty,NA,NA,20.6 (95% CI: 13.9 to 27.4),13,NA,-0.55,2,NA,NA,8.06 (95% CI: 1.27 to 15),1300,NA,-0.922,2,NA,NA,64.4 (95% CI: 10.3 to 121),13,NA,-12.2,2
4,"Race, Ethnicity, Education, Poverty Status",3,2011-2019,Hispanic,NHPI,All,>=HS,Not In Poverty,NA,NA,22.2 (95% CI: 12.1 to 36.7),14,NA,-3.26,1,NA,NA,9.71 (95% CI: -0.4 to 24.3),1400,NA,-3.43,1,NA,NA,77.6 (95% CI: -3.21 to 196),14,NA,-37.8,1
4,"Race, Ethnicity, Education, Poverty Status",18,2001-2019,Non-Hispanic,White,All,<HS,Not In Poverty,16.2 (95% CI: 14.6 to 17.8),10,24.3 (95% CI: 21.8 to 26.6),15,8.05,0.444,18,7.23 (95% CI: 5.7 to 8.89),10,11.8 (95% CI: 9.34 to 14),1500,4.53,0.23,18,80.3 (95% CI: 63.1 to 100),10,94 (95% CI: 74.2 to 114),15,13.7,0.305,17
4,"Race, Ethnicity, Education, Poverty Status",17,2001-2019,Non-Hispanic,NAAN,All,<HS,Not In Poverty,20.3 (95% CI: 9.01 to 35),12,25.3 (95% CI: 15.6 to 36.3),16,5.06,0.2,12,11.3 (95% CI: -0.138 to 26.1),12,12.8 (95% CI: 3.17 to 23.7),1600,1.55,0.011,14,125 (95% CI: -1.49 to 295),12,103 (95% CI: 25.8 to 190),16,-22.8,-2.97,8
4,"Race, Ethnicity, Education, Poverty Status",18,2001-2019,Non-Hispanic,NAAN,All,>=HS,In Poverty,28.8 (95% CI: 19 to 39.7),15,27.9 (95% CI: 22.4 to 34.2),17,-0.915,-0.0538,7,19.8 (95% CI: 10 to 30.7),15,15.4 (95% CI: 9.84 to 21.6),1700,-4.43,-0.269,7,220 (95% CI: 113 to 342),15,123 (95% CI: 78.5 to 172),17,-97.2,-6.02,5
4,"Race, Ethnicity, Education, Poverty Status",18,2001-2019,Non-Hispanic,White,All,>=HS,In Poverty,20.9 (95% CI: 19 to 22.9),13,31.8 (95% CI: 30.5 to 33.1),18,10.9,0.606,19,11.9 (95% CI: 10 to 14),13,19.3 (95% CI: 17.8 to 20.8),1800,7.36,0.391,20,132 (95% CI: 111 to 157),13,154 (95% CI: 141 to 168),18,21.7,0.676,20
4,"Race, Ethnicity, Education, Poverty Status",16,2001-2019,Non-Hispanic,NAAN,All,<HS,In Poverty,38.4 (95% CI: 24.3 to 51.9),16,31.9 (95% CI: 23.4 to 40.5),19,-6.58,0.0765,10,29.4 (95% CI: 15.3 to 42.9),16,19.3 (95% CI: 10.9 to 28),1900,-10.1,-0.135,10,327 (95% CI: 172 to 482),16,155 (95% CI: 86.3 to 225),19,-173,-4.6,7
4,"Race, Ethnicity, Education, Poverty Status",18,2001-2019,Non-Hispanic,White,All,<HS,In Poverty,27.9 (95% CI: 24.4 to 31.2),14,40.1 (95% CI: 36.8 to 43.4),20,12.2,0.726,21,18.9 (95% CI: 15.5 to 22.3),14,27.5 (95% CI: 24.3 to 30.9),2000,8.67,0.511,21,210 (95% CI: 171 to 251),14,220 (95% CI: 193 to 249),20,10.3,0.425,18
4,"Race, Ethnicity, Education, Poverty Status",0,NA,Hispanic,NHPI,All,<HS,In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Education, Poverty Status",0,NA,Hispanic,Asian,All,<HS,In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Education, Poverty Status",0,NA,Hispanic,NHPI,All,<HS,Not In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Education, Poverty Status",0,NA,Hispanic,Asian,All,<HS,Not In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Education, Poverty Status",4,2012-2016,Hispanic,NAAN,All,<HS,Not In Poverty,NA,NA,NA,NA,NA,-0.141,5,NA,NA,NA,NA,NA,-0.223,8,NA,NA,NA,NA,NA,-1.8,11
4,"Race, Ethnicity, Education, Poverty Status",0,NA,Hispanic,Asian,All,>=HS,In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Education, Poverty Status",1,2017-2017,Hispanic,NHPI,All,>=HS,In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Education, Poverty Status",0,NA,Hispanic,Asian,All,>=HS,Not In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Education, Poverty Status",1,2016-2016,Non-Hispanic,Asian,All,<HS,In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Education, Poverty Status",1,2018-2018,Non-Hispanic,NHPI,All,<HS,In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Education, Poverty Status",0,NA,Non-Hispanic,Asian,All,<HS,Not In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Education, Poverty Status",0,NA,Non-Hispanic,NHPI,All,<HS,Not In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Non-Hispanic,Asian,Male,>=HS,All,6.66 (95% CI: 4.02 to 9.59),2,8.21 (95% CI: 6.64 to 9.88),1,1.56,0.0973,8,-1.05 (95% CI: -3.83 to 1.96),2,-3.44 (95% CI: -5.09 to -1.84),100,-2.39,-0.138,8,-13.5 (95% CI: -48.3 to 25.5),2,-29.5 (95% CI: -43.4 to -15.7),1,-16,-0.892,12
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Hispanic,White,Male,<HS,All,9.11 (95% CI: 5.76 to 12.7),5,8.99 (95% CI: 6.64 to 11.9),2,-0.12,-0.0686,4,1.41 (95% CI: -2.04 to 5.3),5,-2.67 (95% CI: -5.08 to 0.201),200,-4.07,-0.303,4,18.3 (95% CI: -25.9 to 68.1),5,-22.9 (95% CI: -43 to 1.75),2,-41.2,-3.27,8
4,"Race, Ethnicity, Sex, Education",12,2005-2019,Non-Hispanic,NHPI,Male,>=HS,All,NA,NA,9.87 (95% CI: 7.04 to 13.2),3,NA,0.483,17,NA,NA,-1.79 (95% CI: -4.66 to 1.51),300,NA,0.116,16,NA,NA,-15.3 (95% CI: -39.8 to 12.8),3,NA,2.13,19
4,"Race, Ethnicity, Sex, Education",9,2010-2019,Hispanic,NAAN,Male,<HS,All,NA,NA,10.9 (95% CI: 5.3 to 17.3),4,NA,-0.212,3,NA,NA,-0.791 (95% CI: -6.16 to 5.48),400,NA,-0.581,3,NA,NA,-6.78 (95% CI: -53.6 to 46.9),4,NA,-6.08,3
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Hispanic,White,Male,>=HS,All,11.8 (95% CI: 7.46 to 18.2),9,11.6 (95% CI: 9.94 to 13.5),5,-0.247,0.0669,7,4.14 (95% CI: -0.365 to 10.5),9,-0.0559 (95% CI: -1.68 to 1.92),500,-4.2,-0.168,7,53.9 (95% CI: -4.61 to 134),9,-0.442 (95% CI: -14.4 to 16.5),5,-54.3,-2.18,9
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Non-Hispanic,White,Male,>=HS,All,7.7 (95% CI: 7.3 to 8.11),3,11.7 (95% CI: 11.2 to 12),6,3.95,0.235,12,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),600,0,0,12,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),6,0,0,16
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Non-Hispanic,Asian,Female,>=HS,All,4.84 (95% CI: 3 to 7.41),1,12.5 (95% CI: 9.96 to 15.2),7,7.69,0.339,15,-2.87 (95% CI: -4.83 to -0.264),1,0.865 (95% CI: -1.78 to 3.42),700,3.73,0.104,15,-37.2 (95% CI: -61.8 to -3.39),1,7.44 (95% CI: -14.9 to 30),7,44.6,1.12,17
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Hispanic,White,Female,<HS,All,11.7 (95% CI: 8.74 to 14.8),7,13.8 (95% CI: 10.7 to 16.9),8,2.1,0.0264,6,3.95 (95% CI: 0.943 to 7.24),7,2.1 (95% CI: -1.16 to 5.31),800,-1.85,-0.208,6,51.5 (95% CI: 11.9 to 95.7),7,18.1 (95% CI: -9.65 to 46.6),8,-33.4,-3.28,6
4,"Race, Ethnicity, Sex, Education",11,2004-2019,Hispanic,NAAN,Male,>=HS,All,NA,NA,15.1 (95% CI: 10.5 to 20.6),9,NA,-0.398,1,NA,NA,3.48 (95% CI: -1.11 to 8.96),900,NA,-0.737,1,NA,NA,29.8 (95% CI: -9.38 to 77.1),9,NA,-10.2,1
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Hispanic,White,Female,>=HS,All,12.6 (95% CI: 10.2 to 15.2),10,15.7 (95% CI: 13.8 to 17.7),10,3.11,0.234,11,4.9 (95% CI: 2.55 to 7.57),10,4.06 (95% CI: 2.1 to 6.02),1000,-0.847,-9.07e-4,11,63.8 (95% CI: 32.9 to 97.3),10,34.9 (95% CI: 17.6 to 51.7),10,-28.9,-1.08,11
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Non-Hispanic,NAAN,Male,>=HS,All,10.2 (95% CI: 7.35 to 13.2),6,16.4 (95% CI: 12.7 to 21),11,6.22,0.277,13,2.52 (95% CI: -0.463 to 5.56),6,4.79 (95% CI: 1.05 to 9.34),1100,2.27,0.0424,13,32.8 (95% CI: -6.15 to 73.3),6,41.1 (95% CI: 8.97 to 80.9),11,8.35,-0.714,13
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Non-Hispanic,White,Female,>=HS,All,11.8 (95% CI: 11.4 to 12.2),8,16.9 (95% CI: 16.4 to 17.4),12,5.14,0.307,14,4.06 (95% CI: 3.52 to 4.71),8,5.25 (95% CI: 4.63 to 5.9),1200,1.19,0.0723,14,52.8 (95% CI: 44.2 to 63.5),8,45.1 (95% CI: 38.7 to 51.6),12,-7.73,-0.44,15
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Hispanic,NAAN,Female,>=HS,All,31.6 (95% CI: 19.5 to 45),16,18.5 (95% CI: 12.8 to 24.2),13,-13.1,-0.395,2,23.9 (95% CI: 11.9 to 37.2),16,6.8 (95% CI: 1.38 to 12.5),1300,-17.1,-0.63,2,310 (95% CI: 153 to 487),16,58.4 (95% CI: 11.9 to 109),13,-252,-10,2
4,"Race, Ethnicity, Sex, Education",15,2001-2019,Non-Hispanic,NHPI,Female,>=HS,All,7.71 (95% CI: 3.72 to 13.3),4,18.7 (95% CI: 13.1 to 25.2),14,10.9,0.692,19,0.00222 (95% CI: -4.05 to 5.79),4,7 (95% CI: 1.47 to 13.4),1400,7,0.419,19,0.134 (95% CI: -51.4 to 75.2),4,60.1 (95% CI: 13 to 115),14,59.9,3.57,20
4,"Race, Ethnicity, Sex, Education",17,2001-2019,Non-Hispanic,NAAN,Male,<HS,All,26 (95% CI: 13.3 to 41.3),14,22.3 (95% CI: 14.8 to 31.3),15,-3.69,0.112,9,18.3 (95% CI: 5.78 to 33.9),14,10.7 (95% CI: 3.24 to 19.8),1500,-7.64,-0.131,9,238 (95% CI: 75.6 to 443),14,91.8 (95% CI: 27.5 to 169),15,-146,-4.59,5
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Non-Hispanic,White,Male,<HS,All,14.9 (95% CI: 13.1 to 16.7),11,23.1 (95% CI: 20.8 to 25.6),16,8.2,0.423,16,7.18 (95% CI: 5.24 to 9.1),11,11.4 (95% CI: 9.09 to 14),1600,4.24,0.188,17,93.3 (95% CI: 66.2 to 120),11,98 (95% CI: 77.3 to 121),16,4.74,-0.557,14
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Non-Hispanic,NAAN,Female,>=HS,All,20.5 (95% CI: 16 to 25.8),12,23.8 (95% CI: 20.1 to 28.1),17,3.27,0.229,10,12.8 (95% CI: 8.3 to 18),12,12.1 (95% CI: 8.58 to 16.4),1700,-0.683,-0.0063,10,167 (95% CI: 107 to 235),12,104 (95% CI: 74 to 140),17,-62.4,-3.28,7
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Non-Hispanic,NAAN,Female,<HS,All,27.2 (95% CI: 14.8 to 40.4),15,36.4 (95% CI: 27 to 46.4),18,9.17,0.62,18,19.5 (95% CI: 7.01 to 32.6),15,24.7 (95% CI: 15.4 to 35),1800,5.22,0.385,18,253 (95% CI: 93.1 to 424),15,212 (95% CI: 132 to 306),18,-41.2,-1.48,10
4,"Race, Ethnicity, Sex, Education",18,2001-2019,Non-Hispanic,White,Female,<HS,All,23.3 (95% CI: 21.4 to 25.2),13,37.9 (95% CI: 34.7 to 41.2),19,14.6,0.881,20,15.6 (95% CI: 13.5 to 17.5),13,26.3 (95% CI: 22.9 to 29.7),1900,10.7,0.646,20,202 (95% CI: 171 to 233),13,225 (95% CI: 196 to 257),19,23.1,1.52,18
4,"Race, Ethnicity, Sex, Education",0,NA,Hispanic,NHPI,Female,<HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Education",0,NA,Hispanic,Asian,Female,<HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Education",9,2010-2018,Hispanic,NAAN,Female,<HS,All,NA,NA,NA,NA,NA,0.0107,5,NA,NA,NA,NA,NA,-0.246,5,NA,NA,NA,NA,NA,-5.87,4
4,"Race, Ethnicity, Sex, Education",0,NA,Hispanic,Asian,Female,>=HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Education",1,2017-2017,Hispanic,NHPI,Female,>=HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Education",0,NA,Hispanic,Asian,Male,<HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Education",0,NA,Hispanic,NHPI,Male,<HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Education",0,NA,Hispanic,NHPI,Male,>=HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Education",0,NA,Hispanic,Asian,Male,>=HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Education",2,2010-2016,Non-Hispanic,Asian,Female,<HS,All,NA,NA,NA,NA,NA,1.24,21,NA,NA,NA,NA,NA,1.09,21,NA,NA,NA,NA,NA,11,21
4,"Race, Ethnicity, Sex, Education",0,NA,Non-Hispanic,NHPI,Female,<HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Education",1,2016-2016,Non-Hispanic,Asian,Male,<HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Education",1,2018-2018,Non-Hispanic,NHPI,Male,<HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Poverty Status",17,2001-2019,Non-Hispanic,Asian,Male,All,Not In Poverty,4.08 (95% CI: 2.28 to 6.21),1,7.7 (95% CI: 5.97 to 9.47),1,3.62,0.137,8,-3.48 (95% CI: -5.41 to -1.25),1,-3.34 (95% CI: -5 to -1.47),100,0.139,-0.0466,11,-46 (95% CI: -70.3 to -16.7),1,-30.2 (95% CI: -45.3 to -13.5),1,15.8,0.0158,18
4,"Race, Ethnicity, Sex, Poverty Status",12,2005-2019,Non-Hispanic,NHPI,Male,All,Not In Poverty,NA,NA,8.64 (95% CI: 5.4 to 12.2),2,NA,0.403,18,NA,NA,-2.41 (95% CI: -5.61 to 1.12),200,NA,0.0567,18,NA,NA,-21.8 (95% CI: -50.7 to 9.89),2,NA,1.67,20
4,"Race, Ethnicity, Sex, Poverty Status",8,2010-2019,Hispanic,NAAN,Male,All,In Poverty,NA,NA,9.65 (95% CI: 5.25 to 14.6),3,NA,-0.1,2,NA,NA,-1.4 (95% CI: -5.78 to 3.63),300,NA,-0.491,2,NA,NA,-12.6 (95% CI: -52.1 to 33.1),3,NA,-4.74,5
4,"Race, Ethnicity, Sex, Poverty Status",18,2001-2019,Hispanic,White,Male,All,Not In Poverty,11.3 (95% CI: 7.17 to 17.4),6,9.85 (95% CI: 8.16 to 11.6),4,-1.47,-0.0119,4,3.75 (95% CI: -0.446 to 9.83),6,-1.2 (95% CI: -2.87 to 0.698),400,-4.95,-0.222,4,49.7 (95% CI: -5.83 to 127),6,-10.8 (95% CI: -26.3 to 6.44),4,-60.5,-2.65,7
4,"Race, Ethnicity, Sex, Poverty Status",18,2001-2019,Non-Hispanic,White,Male,All,Not In Poverty,7.56 (95% CI: 7.21 to 7.94),3,11 (95% CI: 10.7 to 11.5),5,3.48,0.21,13,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),500,0,0,13,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),5,0,0,17
4,"Race, Ethnicity, Sex, Poverty Status",18,2001-2019,Non-Hispanic,Asian,Female,All,Not In Poverty,5.43 (95% CI: 3.17 to 8.73),2,11.5 (95% CI: 9.04 to 14.2),6,6.04,0.263,16,-2.13 (95% CI: -4.5 to 0.963),2,0.425 (95% CI: -2.05 to 3.1),600,2.55,0.0527,17,-28.1 (95% CI: -58.4 to 13.1),2,3.88 (95% CI: -18.5 to 28.1),6,32,0.579,19
4,"Race, Ethnicity, Sex, Poverty Status",12,2008-2019,Non-Hispanic,Asian,Male,All,In Poverty,NA,NA,11.9 (95% CI: 7.42 to 17.1),7,NA,0.68,22,NA,NA,0.849 (95% CI: -3.68 to 6.21),700,NA,0.347,21,NA,NA,7.72 (95% CI: -33 to 56.3),7,NA,4.36,22
4,"Race, Ethnicity, Sex, Poverty Status",18,2001-2019,Hispanic,White,Male,All,In Poverty,9.86 (95% CI: 6.02 to 14.2),4,13.1 (95% CI: 10.5 to 15.9),8,3.24,0.138,9,2.29 (95% CI: -1.58 to 6.66),4,2.05 (95% CI: -0.546 to 4.8),800,-0.243,-0.0719,8,30.4 (95% CI: -21.1 to 87.2),4,18.6 (95% CI: -4.86 to 43.5),8,-11.8,-1.49,12
4,"Race, Ethnicity, Sex, Poverty Status",10,2009-2019,Hispanic,NAAN,Female,All,In Poverty,NA,NA,14.3 (95% CI: 7.87 to 21.9),9,NA,-0.132,1,NA,NA,3.23 (95% CI: -3.11 to 10.8),900,NA,-0.591,1,NA,NA,29.3 (95% CI: -28.3 to 96.5),9,NA,-11.2,1
4,"Race, Ethnicity, Sex, Poverty Status",18,2001-2019,Hispanic,White,Female,All,Not In Poverty,12.6 (95% CI: 9.95 to 15.5),9,14.5 (95% CI: 12.5 to 16.7),10,1.94,0.185,12,5.03 (95% CI: 2.41 to 7.94),9,3.49 (95% CI: 1.29 to 5.61),1000,-1.54,-0.0252,12,66.7 (95% CI: 31.1 to 107),9,31.7 (95% CI: 11.5 to 52.3),10,-35,-1.22,13
4,"Race, Ethnicity, Sex, Poverty Status",14,2005-2019,Non-Hispanic,NHPI,Female,All,Not In Poverty,NA,NA,14.7 (95% CI: 8.87 to 22.5),11,NA,0.555,20,NA,NA,3.61 (95% CI: -2.29 to 11.5),1100,NA,0.298,19,NA,NA,32.7 (95% CI: -20.7 to 104),11,NA,2.91,21
4,"Race, Ethnicity, Sex, Poverty Status",5,2012-2019,Non-Hispanic,NHPI,Male,All,In Poverty,NA,NA,14.9 (95% CI: 9.14 to 22.2),12,NA,1.14,23,NA,NA,3.9 (95% CI: -1.92 to 11),1200,NA,0.759,23,NA,NA,35.3 (95% CI: -17.2 to 99.8),12,NA,10.7,24
4,"Race, Ethnicity, Sex, Poverty Status",18,2001-2019,Non-Hispanic,White,Female,All,Not In Poverty,11.4 (95% CI: 11 to 11.7),7,15.3 (95% CI: 14.8 to 15.8),13,3.97,0.243,14,3.8 (95% CI: 3.29 to 4.37),7,4.28 (95% CI: 3.53 to 4.94),1300,0.486,0.0333,14,50.3 (95% CI: 42 to 60),7,38.8 (95% CI: 31.2 to 45.7),13,-11.5,-0.644,14
4,"Race, Ethnicity, Sex, Poverty Status",18,2001-2019,Non-Hispanic,NAAN,Male,All,Not In Poverty,11.3 (95% CI: 6.94 to 16.2),5,15.7 (95% CI: 11.7 to 21.2),14,4.41,0.141,10,3.73 (95% CI: -0.622 to 8.81),5,4.66 (95% CI: 0.522 to 10.2),1400,0.928,-0.0685,9,49.4 (95% CI: -8.22 to 117),5,42.2 (95% CI: 4.65 to 91.5),14,-7.14,-2.12,9
4,"Race, Ethnicity, Sex, Poverty Status",18,2001-2019,Hispanic,White,Female,All,In Poverty,11.8 (95% CI: 9.03 to 15.4),8,15.9 (95% CI: 13.5 to 18.5),15,4.06,0.136,7,4.27 (95% CI: 1.39 to 7.85),8,4.85 (95% CI: 2.47 to 7.48),1500,0.578,-0.0739,7,56.5 (95% CI: 17.7 to 102),8,43.9 (95% CI: 22.3 to 68.3),15,-12.6,-2.24,8
4,"Race, Ethnicity, Sex, Poverty Status",10,2004-2019,Hispanic,NAAN,Male,All,Not In Poverty,NA,NA,16.3 (95% CI: 11.3 to 23),16,NA,0.333,17,NA,NA,5.25 (95% CI: 0.158 to 12.1),1600,NA,0.0426,15,NA,NA,47.6 (95% CI: 1.38 to 107),16,NA,-1.5,11
4,"Race, Ethnicity, Sex, Poverty Status",14,2003-2019,Non-Hispanic,Asian,Female,All,In Poverty,NA,NA,16.8 (95% CI: 10.3 to 23.5),17,NA,0.07,6,NA,NA,5.71 (95% CI: -0.597 to 12.6),1700,NA,-0.207,6,NA,NA,51.7 (95% CI: -5.36 to 115),17,NA,-4.85,4
